workerid	Answer.gender	Answer.age	Answer.income	Answer.nativeLanguage	Answer.conditions	Answer.orders	Answer.personAs	Answer.personBs	Answer.foods	Answer.totalQuants	Answer.eatenQuants	Answer.preciseEatenQuants	Answer.quantifiers	Answer.upset	Answer.annoyed	Answer.angry	Answer.disgusted	Answer.excited	Answer.happy	Answer.surprised
1	M	35	4	ENGLISH	true-some,true-some,true-some,true-all,hyperbolic,hyperbolic,true-some,literal-some,hyperbolic,true-all,literal-some,hyperbolic	1,2,3,4,5,6,7,8,9,10,11,12	Oliver,Yvonne,Winston,Patty,Kevin,Stephanie,Albert,Ann,Kathy,Steven,Calvin,Barbara	Nathan,Mary,Zack,Victor,Henry,Edward,Iris,Grace,Emma,Rebecca,Cathy,Nancy	cookies,cookies,M&M's,blueberries,strawberries,cookies,strawberries,pies,blueberries,bananas,pies,M&M's	100,10,100,10,100,10,10,10,10,100,100,100	8,3,3,10,8,8,8,10,3,10,10,3	86,3,30,10,86,8,8,10,3,100,100,35	some,some,some,all,all,all,some,some,all,all,some,all	0.775,0.1,0.075,0.85,0.825,0.4,0.825,0.775,0.35,0.825,0.25,0.825	0.775,0.05,0.1,0.85,0.775,0.575,0.625,0.825,0.275,0.875,0.325,0.7	0.45,0.1,0.1,0.85,0.65,0.325,0.75,0.875,0.425,0.7,0.65,0.7	0.775,0.075,0.1,0.075,0.7,0.375,0.175,0.825,0.25,0.8,0.35,0.775	0.25,0.075,0.425,0.85,0.6,0.7,0.15,0.175,0.575,0.275,0.65,0.775	0.2,0.9,0.6,0.1,0.2,0.175,0.125,0.125,0.375,0.025,0.375,0.125	0.65,0.075,0.075,0.875,0.75,0.55,0.625,0.825,0.6,0.7,0.6,0.75
2	F	25	4	English	true-all,true-all,literal-some,true-some,hyperbolic,hyperbolic,hyperbolic,true-some,true-some,hyperbolic,literal-some,true-some	1,2,3,4,5,6,7,8,9,10,11,12	David,Yvonne,Wendy,Victoria,Barbara,Patty,Ann,Victor,Emma,Kathy,Lena,Winston	Bob,Frank,Steven,Jane,Diana,Heather,Oliver,Zack,Tom,Patrick,Cathy,George	cookies,blueberries,cookies,bananas,blueberries,pies,strawberries,pies,M&M's,blueberries,M&M's,M&M's	100,10,100,100,10,10,100,100,10,100,10,10	10,10,10,3,3,8,8,8,3,3,10,8	100,10,100,31,3,8,87,88,3,37,10,8	all,all,some,some,all,all,all,some,some,all,some,some	0.35,0.125,0.325,0.025,0.3,0.5,0.75,0.025,0,0.2,0.5,0.325	0.125,0.075,0.175,0.025,0.3,0.5,0.575,0.225,0,0.2,0.5,0.275	0.275,0.225,0.5,0.025,0.5,0.325,0.6,0.225,0.05,0.225,0.5,0.275	0.1,0.05,0.15,0.25,0.1,0.125,0.5,0.125,0.025,0.05,0.5,0.325	0.3,0.05,0.2,0.05,0,0.075,0.2,0.65,0.275,0.025,0.025,0.025	0.05,0.075,0.025,0.5,0.025,0.025,0.1,0.375,0.375,0.325,0.05,0.025	0.55,0.6,0.075,0.5,0.075,0.025,0.225,0.825,0.325,0.3,0.15,0.175
3	F	45	6	English	true-some,true-all,true-all,literal-some,true-some,true-some,hyperbolic,hyperbolic,literal-some,true-some,hyperbolic,hyperbolic	1,2,3,4,5,6,7,8,9,10,11,12	Lena,Cathy,Winston,Jake,Yvonne,Patrick,Frank,Calvin,Nathan,Nancy,David,Jane	Diana,Heather,Emma,Wendy,Kathy,Ivan,Ann,Edward,Steven,Fiona,Matt,Robert	M&M's,M&M's,cookies,pies,bananas,blueberries,M&M's,strawberries,M&M's,bananas,bananas,cookies	100,10,100,100,10,100,100,10,10,10,10,100	3,10,10,10,3,8,8,8,10,8,3,3	32,10,100,100,3,85,89,8,10,8,3,38	some,all,all,some,some,some,all,all,some,some,all,all	0.625,0.725,0.85,0.625,0.1,0.825,0.725,0.75,0.675,0.7,0.625,0.575	0.85,0.925,0.925,0.925,0.075,0.875,0.875,0.875,0.9,0.925,0.625,0.725	0.65,0.85,0.675,0.8,0.1,0.6,0.775,0.675,0.675,0.6,0.55,0.575	0.3,0.675,0.625,0.75,0.1,0.6,0.675,0.575,0.5,0.6,0.625,0.725	0.2,0.1,0.1,0.15,0.625,0.075,0.15,0.15,0.125,0.125,0.1,0.125	0.15,0.125,0.1,0.15,0.75,0.1,0.075,0.125,0.125,0.125,0.125,0.15	0.65,0.925,0.775,0.9,0.225,0.725,0.65,0.725,0.675,0.775,0.65,0.65
4	M	35	10	English	true-some,true-some,true-some,hyperbolic,true-all,true-all,hyperbolic,true-some,literal-some,literal-some,hyperbolic,hyperbolic	1,2,3,4,5,6,7,8,9,10,11,12	Jake,Grace,George,Rebecca,Larry,Barbara,Tom,Nathan,Tracy,Yvonne,Stephanie,Wendy	Kevin,Steven,Jane,Cathy,Diana,Mary,David,Lena,Bob,Emma,Heather,Ivan	pies,blueberries,blueberries,M&M's,strawberries,strawberries,pies,M&M's,M&M's,bananas,strawberries,bananas	10,100,100,10,100,10,100,10,10,100,100,10	8,8,3,3,10,10,8,3,10,10,3,8	8,80,37,3,100,10,82,3,10,100,37,8	some,some,some,all,all,all,all,some,some,some,all,all	0.6,0.825,0.725,0.675,1,0.975,0.85,0.025,0.975,0.675,0.425,0.825	0.7,0.85,0.8,0.825,1,0.975,0.9,0.125,1,0.625,0.425,0.775	0.85,0.9,0.675,0.775,1,0.975,0.75,0.375,0.975,0.65,0.675,0.85	0.825,0.625,0.425,0.675,1,0.95,0.925,0.175,0.975,0.975,0.55,0.825	0.225,0.25,0.55,0.675,0.1,0.025,0.25,0.325,0.05,0.05,0.625,0.275	0.225,0.2,0.4,0.6,0,0.025,0.25,0.55,0,0.025,0.625,0.2	0.65,0.725,0.675,0.6,0.575,0.725,0.675,0.4,0.675,0.975,0.675,0.625
5	F	25	4	english	true-some,literal-some,true-some,true-all,true-all,hyperbolic,true-some,true-some,hyperbolic,literal-some,hyperbolic,hyperbolic	1,2,3,4,5,6,7,8,9,10,11,12	Henry,Cathy,Heather,Emma,Iris,Winston,Jane,Patty,Jake,George,Frank,Olga	Tracy,Kathy,Ivan,David,Nathan,Kevin,Steven,Diana,Lena,Nancy,Ann,Mary	M&M's,M&M's,strawberries,pies,blueberries,bananas,cookies,strawberries,M&M's,strawberries,cookies,M&M's	100,100,10,10,100,10,10,100,100,10,10,100	3,10,8,10,10,8,3,8,8,10,3,3	38,100,8,10,100,8,3,89,81,10,3,38	some,some,some,all,all,all,some,some,all,some,all,all	0.125,0.275,0.225,0.225,0.1,0.1,0.075,0.075,0.075,0.45,0.025,0.025	0.225,0.7,0.35,0.6,0.625,0.425,0.15,0.325,0.325,0.475,0.2,0.025	0.225,0.175,0.125,0.075,0.05,0.1,0.025,0,0.025,0.025,0.05,0.025	0.125,0.175,0.125,0.125,0.05,0.05,0.05,0.025,0.075,0.05,0.05,0.075	0.575,0.275,0.125,0.15,0.075,0.075,0.15,0.225,0.075,0.075,0.275,0.2	0.75,0.275,0.425,0.4,0.4,0.025,0.475,0.25,0.275,0.4,0.5,0.35	0.175,0.8,0.575,0.1,0.8,0.4,0.1,0.75,1,0.425,0.225,0.4
6	M	35	6	english	true-some,literal-some,hyperbolic,hyperbolic,true-some,true-some,hyperbolic,true-some,hyperbolic,true-all,literal-some,true-all	1,2,3,4,5,6,7,8,9,10,11,12	Bob,Oliver,Patty,Steven,Yvonne,Iris,Frank,Robert,Patrick,Ann,Emma,David	Victoria,Matt,Grace,Cathy,Ivan,George,Calvin,Wendy,Henry,Stephanie,Mary,Tom	cookies,cookies,cookies,pies,cookies,blueberries,bananas,blueberries,cookies,pies,bananas,cookies	10,10,100,100,100,10,10,100,10,100,100,10	3,10,3,8,3,8,8,8,3,10,10,10	3,10,32,85,32,8,8,85,3,100,100,10	some,some,all,all,some,some,all,some,all,all,some,all	0.725,0.75,0.975,0.975,0.35,0.625,0.925,0.7,0.45,0.975,0.75,1	0.775,1,1,0.95,0.8,0.8,0.975,0.8,0.4,1,0.725,1	0.7,1,1,1,0.275,0.625,0.8,0.625,0.275,1,0.675,0.975	0.675,0.775,0.975,0.775,0.275,0.4,0.7,0.625,0.175,1,0.5,0.825	0.175,0.425,0.55,0.625,0.625,0.25,0.375,0.275,0.725,0.4,0.9,0.225	0.375,0.025,0.025,0.025,0.2,0.175,0.15,0.125,0.5,0.025,0.375,0.075	0.7,0.925,0.775,0.725,0.65,0.75,0.65,0.675,0.6,1,0.65,0.725
7	M	35	4	English	true-some,true-some,literal-some,true-some,hyperbolic,hyperbolic,true-all,true-some,hyperbolic,true-all,literal-some,hyperbolic	1,2,3,4,5,6,7,8,9,10,11,12	Tracy,Fiona,Steven,Patrick,Heather,Jake,Victor,Frank,Yvonne,Wendy,Kathy,Olga	Winston,Oliver,Grace,Cathy,Ann,Ivan,Matt,Iris,Stephanie,Patty,Nathan,Albert	M&M's,cookies,M&M's,bananas,cookies,bananas,blueberries,cookies,bananas,cookies,M&M's,bananas	100,10,100,100,100,10,100,10,10,10,10,100	8,3,10,3,3,8,10,8,3,10,10,8	84,3,100,30,38,8,100,8,3,10,10,89	some,some,some,some,all,all,all,some,all,all,some,all	0.625,0,1,0,0,0.225,0.775,0.525,0,0.725,0.55,0.125	0.75,0,0.775,0,0,0.2,0.525,0.125,0,0.425,0.65,0.05	0.5,0,0.775,0,0,0.15,0.8,0.2,0,0.775,0.325,0.125	0,0,0.25,0,0,0,0.3,0,0,0.25,0.175,0.075	0,1,0,0.25,1,0.1,0,0,0.7,0,0,0	0.4,1,0.325,0.5,0.775,0.275,0,0.25,0.7,0,0,0	0.15,0.5,0,0.5,0.4,0,0.125,0.15,0.25,0,0.125,0.3
8	M	25	4	ENGLISH	true-some,literal-some,true-some,true-some,hyperbolic,true-all,literal-some,true-all,hyperbolic,hyperbolic,hyperbolic,true-some	1,2,3,4,5,6,7,8,9,10,11,12	Nathan,Ann,Steven,Henry,Tom,Edward,Olga,Iris,Calvin,Tracy,Mary,Grace	Robert,Diana,Fiona,Frank,Yvonne,Winston,Albert,Cathy,Ivan,Zack,Heather,Wendy	pies,blueberries,M&M's,pies,strawberries,bananas,cookies,cookies,pies,blueberries,bananas,pies	100,10,10,100,10,100,100,10,10,100,100,10	3,10,8,8,8,10,10,10,3,3,8,3	39,10,8,83,8,100,100,10,3,39,88,3	some,some,some,some,all,all,some,all,all,all,all,some	1,1,1,1,1,1,1,1,0.35,0.3,1,0.175	1,1,1,1,1,1,1,1,0.35,0.4,1,0.275	1,1,1,1,1,1,1,1,0.475,0.325,1,0.175	1,1,1,1,1,1,1,1,0.475,0.4,1,0.15	0,0,0,0,0,0,0,0,0.05,0.1,0,0.025	0,0,0,0,0,0,0.025,0,0,0.1,0.025,0.05	0,1,1,1,0,1,1,1,0.325,0.175,1,0.2
9	F	35	4	english	true-some,true-all,true-some,true-some,literal-some,true-all,hyperbolic,literal-some,true-some,hyperbolic,hyperbolic,hyperbolic	1,2,3,4,5,6,7,8,9,10,11,12	Nathan,Nancy,Ivan,Cathy,Victor,Henry,Patrick,Yvonne,Stephanie,Diana,Patty,Grace	Barbara,Kevin,Heather,Winston,Kathy,Olga,Fiona,Lena,Iris,Wendy,Frank,Albert	strawberries,cookies,cookies,M&M's,strawberries,bananas,bananas,strawberries,cookies,blueberries,blueberries,pies	100,100,100,10,10,10,100,100,10,10,100,10	8,10,3,8,10,10,8,10,3,3,3,8	88,100,38,8,10,10,87,100,3,3,34,8	some,all,some,some,some,all,all,some,some,all,all,all	0.425,0.65,0.5,0.5,0.6,0.6,0.625,0.575,0.5,0.55,0.575,0.6	0.675,0.725,0.575,0.575,0.625,0.6,0.675,0.65,0.5,0.625,0.625,0.625	0.5,0.725,0.5,0.5,0.5,0.6,0.7,0.6,0.5,0.575,0.575,0.625	0.575,0.575,0.5,0.5,0.5,0.5,0.675,0.55,0.5,0.575,0.6,0.575	0.5,0.45,0.575,0.5,0.5,0.5,0.575,0.5,0.5,0.575,0.5,0.5	0.3,0.3,0.35,0.3,0.3,0.325,0.3,0.3,0.5,0.325,0.5,0.275	0.825,0.85,0.7,0.6,0.575,0.55,0.825,0.725,0.5,0.625,0.625,0.7
10	F	45	4	english	hyperbolic,true-some,true-some,hyperbolic,literal-some,true-all,true-all,true-some,true-some,hyperbolic,literal-some,hyperbolic	1,2,3,4,5,6,7,8,9,10,11,12	Cathy,Yvonne,Grace,Albert,Oliver,Kevin,Zack,Nancy,George,Kathy,Steven,Wendy	Matt,Victor,Diana,Jake,Heather,Mary,Iris,Patrick,Lena,Ann,Olga,Bob	blueberries,bananas,blueberries,pies,blueberries,pies,cookies,M&M's,pies,blueberries,cookies,pies	100,100,100,10,10,100,10,10,10,10,100,100	3,3,8,8,10,10,10,8,3,3,10,8	35,36,88,8,10,100,10,8,3,3,100,85	all,some,some,all,some,all,all,some,some,all,some,all	0.075,0.15,0.325,0.775,0.025,0.925,0.15,0.025,0.125,0.075,0.65,0.75	0.6,0.35,0.7,0.725,0.05,0.925,0.125,0.075,0.1,0.05,0.75,0.75	0,0.1,0.125,0.725,0.05,0.925,0.15,0.05,0.075,0.05,0.6,0.675	0.05,0.5,0.5,0.875,0.05,0.95,0.15,0.1,0.25,0.05,0.85,0.9	0.025,0.1,0.125,0.175,0.025,0.225,0.125,0.05,0.1,0.025,0.375,0.225	0.075,0.1,0.125,0,0,0.075,0.15,0.075,0.3,0.05,0.15,0.05	0.8,0.875,0.75,0.875,0.05,0.925,0.15,0.1,0.225,0.05,0.9,0.875
